"Empfänger";"Politikbereich";"Art";"Jahr";"Anschrift";"Geber";"Zuwendungsbereich";"Betrag"
"Kinderring Berlin e.V.";"Jugend";"Projektförderung";"2009";"Tucholskystr. 11 ; 10117 Berlin";"Bezirksamt Mitte";"JugendKULTurzentrum Schwedter Str. 232-234";"87213"
"Kinderverein ""OTTOKAR"" e.V.";"Jugend";"Projektförderung";"2009";"Schmidstr. 8 ; 10179 Berlin";"Bezirksamt Mitte";"Kinderzentrum ""Ottokar"" ";"65551"
"Kreativhaus e.V.";"Jugend";"Projektförderung";"2009";"Fischerinsel 3 ; 10179 Berlin";"Bezirksamt Mitte";"AktionsRaum";"43106"
"Kunstverein ACUD e.V.";"Jugend";"Projektförderung";"2009";"Veteranenstr. 21 ; 10119 Berlin";"Bezirksamt Mitte";"Mädchenclub im ACUD";"61257"
"Liga der Kinderfreunde e.V.; ";"Jugend";"Projektförderung";"2009";"c/o Start gGmbH ; Lehnitzstr. 22 ; 16515 Oranienburg";"Bezirksamt Mitte";"Kinderzentrum - KiZ - Torstraße";"47738"
"Moabiter Ratschlag e.V.";"Jugend";"Projektförderung";"2009";"Rostocker Str. 32 ; 10553 Berlin";"Bezirksamt Mitte";"Jugendarbeit im Mädchenkulturtreff Dünja";"22576"
"Moabiter Ratschlag e.V.";"Jugend";"Projektförderung";"2009";"Rostocker Str. 32 ; 10553 Berlin";"Bezirksamt Mitte";"Angebote für Kinder, Jugendliche und junge Familien im Nachbarschaftshaus Rostocker Str. 32 / 32b";"26516"
"Moabiter Ratschlag e.V.";"Jugend";"Projektförderung";"2009";"Rostocker Str. 32 ; 10553 Berlin";"Bezirksamt Mitte";"Schulgarten Moabit";"34821"
"Moabiter Ratschlag e.V.";"Jugend";"Projektförderung";"2009";"Rostocker Str. 32 ; 10553 Berlin";"Bezirksamt Mitte";"Beteiligung von Kindern und Jugendlichen im Stadtteil";"45311"
"Olle Burg e.V.";"Jugend";"Projektförderung";"2009";"Waldstr. 42 ; 10551 Berlin";"Bezirksamt Mitte";"Lücke-Kids";"15605"
"Olle Burg e.V.";"Jugend";"Projektförderung";"2009";"Waldstr. 42 ; 10551 Berlin";"Bezirksamt Mitte";"Moameet";"7576"
"Putte e.V.";"Jugend";"Projektförderung";"2009";"Prinzenallee 24 ; 13359 Berlin";"Bezirksamt Mitte";"Lückekinder- und Jugendprojekt";"135433"
"Regionale Arbeitsstellen für Bildung, Integration und Demokratie e.V.";"Jugend";"Projektförderung";"2009";"Chausseestr. 29 ; 10115 Berlin";"Bezirksamt Mitte";"Ganztagsschule der Vielfalt";"7150"
"Regionale Arbeitsstellen für Bildung, Integration und Demokratie e.V. *";"Jugend";"Projektförderung";"2009";"Chausseestr. 29 ; 10115 Berlin";"Bezirksamt Mitte";"Schülerclub an der Jüdischen Oberschule";"27600"
"Regionale Arbeitsstellen für Bildung, Integration und Demokratie e.V.";"Jugend";"Projektförderung";"2009";"Chausseestr. 29 ; 10115 Berlin";"Bezirksamt Mitte";"Für uns und andere Kinder-Andar amende taj chavenge";"4792"
"SJD-Die Falken";"Jugend";"Projektförderung";"2009";"Rathenower Str. 16 ; 10559 Berlin";"Bezirksamt Mitte";"Unterhaltung der ""Villa Freundschaft""";"6771"
"Stadtteilgruppe Moabit e.V.";"Jugend";"Projektförderung";"2009";"c/o Irene Stephani ; Essener Str. 21 ; 10555 Berlin";"Bezirksamt Mitte";"Moabiter Kinder-Hof";"46786"
"Stadtteilverein Tiergarten e.V.";"Jugend";"Projektförderung";"2009";"Pohlstr. 89 ; 10785 Berlin";"Bezirksamt Mitte";"Offene Jugendarbeit (Kluck- und Pohlstraße)";"80899"
"Stiftung SPI";"Jugend";"Projektförderung";"2009";"Geschäftsbereich Soziale Räume u. Projekte ; Belforter Str.20 ; 10405 Berlin";"Bezirksamt Mitte";"Platzmanagement Alexanderplatz";"36431"
"Stiftung SPI";"Jugend";"Projektförderung";"2009";"Geschäftsbereich Soziale Räume u. Projekte ; Belforter Str.20 ; 10405 Berlin";"Bezirksamt Mitte";"Werk 9";"62120"
"AWO Kreisverband Mitte e.V.";"Jugend";"Projektförderung";"2009";"Hochstädter Str. 1 ; 13347 Berlin";"Bezirksamt Mitte";"Suchtprophylaxeprojekt Behm-/ Bellermannstraße";"25100"
"AWO Kreisverband Mitte e.V.";"Jugend";"Projektförderung";"2009";"Hochstädter Str. 1 ; 13347 Berlin";"Bezirksamt Mitte";"Treffpunkt für Deutsche und Ausländer im Stadtteil-Leben und Lernen im Kiez-LeLeKi";"42975"
"Bildungsmarkt e.V.";"Jugend";"Projektförderung";"2009";"Heinrich-Mann-Str. 31 ; 13156 Berlin";"Bezirksamt Mitte";"KUBU im Zille-Haus";"69731"
"casablanca - innovative Jugendhilfe ; und soziale Dienste gGmbH";"Jugend";"Projektförderung";"2009";"Strelitzer Str. 60 ; 10115 Berlin";"Bezirksamt Mitte";"Schiller - Treffpunkt, Edinburger Str. 55, 13349 Berlin";"42454"
"FiPP e.V.";"Jugend";"Projektförderung";"2009";"Großbeerenstraße 71; 10963 Berlin";"Bezirksamt Friedrichshain-Kreuzberg";"Schulstationen Fichtelgebirge Grundschule Ludwig-Hoffmann-Grundschule";"74137"
"Tandem mbh";"Jugend";"Projektförderung";"2009";"Bülowstraße 90; 10783 Berlin";"Bezirksamt Friedrichshain-Kreuzberg";"Schulstationen Nürtingen Grundschule Lemgo Grundschule";"74137"
"Wildwasser e.V.";"Jugend";"Projektförderung";"2009";"Wriezener Str. 10/11; 13359 Berlin";"Bezirksamt Friedrichshain-Kreuzberg";"Mädchennotdienst Anlaufstelle";"94749"
"EJF gAG";"Jugend";"Projektförderung";"2009";"Königsberger Str. 28; 12207 Berlin";"Bezirksamt Friedrichshain-Kreuzberg";"Mädchennotdienst Anlaufstelle";"55273"
"Berliner Jugendclub e.V.";"Jugend";"Projektförderung";"2009";"Ahornstr. 15a; 12163 Berlin";"Bezirksamt Friedrichshain-Kreuzberg";"Kontakt- u. Beratungsstelle";"275350"
"Nachbarschaftshaus; Urbanstraße e.V.";"Jugend";"Projektförderung";"2009";"Urbanstraße 21; 10961 Berlin";"Bezirksamt Friedrichshain-Kreuzberg";"Schülerclub an der Lina Morgen- stern Oberschule";"61611"
"Kinder von nebenan e.V.";"Jugend";"Projektförderung";"2009";"Pettenkoferstr. 20-24; 10247 Berlin";"Bezirksamt Friedrichshain-Kreuzberg";"Schülerclub an der Pettenkofer Grundschule";"38347"
"RAA Berlin";"Jugend";"Projektförderung";"2009";"Chausseestr.29; 10115 Berlin";"Bezirksamt Friedrichshain-Kreuzberg";"Schülerclub an der E.O.Plauen GS";"54420"
"Loyal e.V.";"Jugend";"Projektförderung";"2009";"Reichenberger Str. 21; 10999 Berlin";"Bezirksamt Friedrichshain-Kreuzberg";"Offene Kinder- u. Jugendarbeit in  den Südblöcken";"50000"
"Bildungswerk Jugend-Soziales-Kultur- gGmbH";"Jugend";"Projektförderung";"2009";"Dorfstraße 12, 13057 Berlin";"Bezirksamt Lichtenberg";"Jugendaustausch";"4998"
"Sozialistische Jugend Deutschlands - Die Falken";"Jugend";"Projektförderung";"2009";"Rathenower Straße 16, 10559 Berlin";"Bezirksamt Lichtenberg";"bezirksorientierte Ferienfreizeit (Ferienlager)";"1470"
"Die Kappe e.V.";"Jugend";"Projektförderung";"2009";"Hauptstraße 4, 10317 Berlin";"Bezirksamt Lichtenberg";"bezirksorientierte Ferienfreizeit (Ferienlager)";"1540"
"RBO- Rehabilitationszentrum Berlin-Ost gGmbH";"Jugend";"Projektförderung";"2009";"Allee der Kosmonauten 23 A, 10315 Berlin";"Bezirksamt Lichtenberg";"bezirksorientierte Ferienfreizeit (Ferienlager)";"900"
"Kietz für Kids e.V.";"Jugend";"Projektförderung";"2009";"Zum Hechtgraben 11, 13051 Berlin";"Bezirksamt Lichtenberg";"bezirksorientierte Ferienfreizeit (Ferienlager)";"4588"
"publicata e.V.";"Jugend";"Projektförderung";"2009";"Siegfriedstraße 29, 10365 Berlin";"Bezirksamt Lichtenberg";"bezirksorientierte Ferienfreizeit (Ferienlager)";"1175"
"Förderkreis an der Carl-von-Linne´- Schule für Körperbehinderte e.V.";"Jugend";"Projektförderung";"2009";"Paul-Junius-Straße 15, 10367 Berlin";"Bezirksamt Lichtenberg";"bezirksorientierte Ferienfreizeit (Ferienlager)";"10980"
"Sozialdiakonische Jugendarbeit Lichtenberg e.V.";"Jugend";"Projektförderung";"2009";"Pfarrstraße 97 , 10317 Berlin";"Bezirksamt Lichtenberg";"bezirksorientierte Ferienfreizeit (Ferienlager)";"6860"
"Albus e.V.";"Jugend";"Projektförderung";"2009";"Demminer Straße 4, 13059 Berlin";"Bezirksamt Lichtenberg";"bezirksorientierte Ferienfreizeit (Ferienlager)";"1275"
"Kids & Rolli e.V.";"Jugend";"Projektförderung";"2009";"Paul-Gesche-Straße 4, 10315 Berlin";"Bezirksamt Lichtenberg";"bezirksorientierte Ferienfreizeit (Ferienlager)";"3150"
"Sozialpädagogische Arbeit im Kiez e.V.";"Jugend";"Projektförderung";"2009";"Am Berl 15, 13051 Berlin";"Bezirksamt Lichtenberg";"bezirksorientierte Ferienfreizeit (Ferienlager)";"600"
"pro sozial e.V.";"Jugend";"Projektförderung";"2009";"Volkradstraße 4, 10319 Berlin";"Bezirksamt Lichtenberg";"bezirksorientierte Ferienfreizeit (Ferienlager)";"2765"
"JULI gGmbH";"Jugend";"Projektförderung";"2009";"Volkradstraße 4, 10319 Berlin";"Bezirksamt Lichtenberg";"bezirksorientierte Ferienfreizeit (Ferienlager)";"4800"
"urban-consult gGmbH";"Jugend";"Projektförderung";"2009";"Blumberger Damm 12/14, 12683 Berlin";"Bezirksamt Lichtenberg";"Kinderfest im Lichtenberger Weitlingkiez";"539"
"pro sozial e.V.";"Jugend";"Projektförderung";"2009";"Volkradstraße 4, 10319 Berlin";"Bezirksamt Lichtenberg";"Fachtag Familienbildung";"500"
"Internationales Sozialwerk ""Hand der Hilfen"" e.V.";"Jugend";"Projektförderung";"2009";"Allee der Kosmonauten 25 10315 Berlin";"Bezirksamt Lichtenberg";"Durchführung drogenfreier Diskotheken";"1560"
"Stadtbild Agentur e.V.";"Jugend";"Projektförderung";"2009";"Münsterlandstraße 44, 10317 Berlin";"Bezirksamt Lichtenberg";"Bürgerfonds";"20000"
"Sozialistische Jugend Deutschlands - Die Falken";"Jugend";"Projektförderung";"2009";"Rathenower Straße 16, 10559 Berlin";"Bezirksamt Lichtenberg";"Kinderlesecafe für Toleranz,Demolratie und Vielfalt";"4600"
"Kiezspinne FAS e.V.";"Jugend";"Projektförderung";"2009";"Schulze-Boysen-Straße 38, 10365 Berlin";"Bezirksamt Lichtenberg";"Dokumentation des Bundesprogramms";"3500"
"urban-consult gGmbH";"Jugend";"Projektförderung";"2009";"Blumberger Damm 12/14, 12683 Berlin";"Bezirksamt Lichtenberg";"Info-Veranstaltungen, Diskussionsrunden";"7640"
"BDB e.V.";"Jugend";"Projektförderung";"2009";"Lernhaus Pohlstraße 60/62, 10785 Berlin";"Bezirksamt Lichtenberg";"Gemeinsam weiterhin stark für ein Miteinander in Vielfalt";"8600"
"Jugendförderverein Juventus e.V.";"Jugend";"Projektförderung";"2009";"Gehringstraße 39, 13088 Berlin";"Bezirksamt Lichtenberg";"ZOOM: Nach den rechten sehen!";"6860"
"Lichtenberger Kulturverein e.V.";"Jugend";"Projektförderung";"2009";"Sewanstraße 43, 10319 Berlin";"Bezirksamt Lichtenberg";"Vielfalt leben-Vielfalt erleben!";"19500"
"Gangway e.V.";"Jugend";"Projektförderung";"2009";"Schumannstraße 5, 10117 Berlin";"Bezirksamt Lichtenberg";"Der Weg nach Istanbul!";"2762"
"pad e.V.";"Jugend";"Projektförderung";"2009";"Kastanienallee 55, 12627 Berlin";"Bezirksamt Lichtenberg";"Fortbildungs-und Qualifizierungsreihe";"6340"
"Kinder sind unsere Zukunft e.V.";"Jugend";"Projektförderung";"2009";"Reiherweg 15, 14469 Berlin";"Bezirksamt Lichtenberg";"Politischer Karikaturenwettstreit";"8500"
"RAA Berlin e.V.";"Jugend";"Projektförderung";"2009";"Chausseestraße 29, 10115 Berlin";"Bezirksamt Lichtenberg";"Interkulturelles Mediationsteam";"3569"
"Gangway e.V.";"Jugend";"Projektförderung";"2009";"Schumannstraße 5, 10117 Berlin";"Bezirksamt Lichtenberg";"U18-Wahl im Stadtteil Lichtenberg -Mitte";"4850"
"Jugendförderverein Juventus e.V.";"Jugend";"Projektförderung";"2009";"Gehringstraße 39, 13088 Berlin";"Bezirksamt Lichtenberg";"smash-homophobia! Filmen gegen Intoleranz!";"3279"
"BDP Landesverband Berlin e.V. ""Mädchenladen""";"Jugend";"Projektförderung";"2009";"Kaubstr. 9-10, 10713 Berlin";"Bezirksamt Spandau";"Mädchenladen Spandau";"56200"
"casa e.V. - CHiP 77";"Jugend";"Projektförderung";"2009";"Jungfernheideweg 77, 13629 Berlin";"Bezirksamt Spandau";"Jugendfreizeitheim Siemensstadt";"69600"
"Deutsch Arabische Freundschaft e.V.";"Jugend";"Projektförderung";"2009";"Loschwitzer Weg 11, 13591 Berlin";"Bezirksamt Spandau";"Jugendtreff Heerstr. Nord";"17900"
"Ev. Kirchengemeinde ""Luther""";"Jugend";"Projektförderung";"2009";"Lutherplatz 3, 13585 Berlin";"Bezirksamt Spandau";"Nachbarschaftsfest";"500"
"Ev. Kirchenkreis Spandau";"Jugend";"Projektförderung";"2009";"Jüdenstr. 37, 13597 Berlin";"Bezirksamt Spandau";"Kinderferienreise Juli 2009";"750"
"Ev. Paul-Gerhardt-Gemeinde";"Jugend";"Projektförderung";"2009";"Im Spektefeld 26, 13589 Berlin";"Bezirksamt Spandau";"Treffpunkt Hinter den Gärten";"59600"
"Ev. Paul-Gerhardt-Gemeinde";"Jugend";"Projektförderung";"2009";"Im Spektefeld 26, 13589 Berlin";"Bezirksamt Spandau";"Kinderprojekttage ""Unterm Strich zähl' ich""";"850"
"Gemeinwesenverein Haselhorst";"Jugend";"Projektförderung";"2009";"Burscheider Weg 21, 13599 Berlin";"Bezirksamt Spandau";"Kinder-Mittagstisch - Anschaffung einer Tiefkühltruhe";"550"
"Gemeinwesenverein Haselhorst e.V.";"Jugend";"Projektförderung";"2009";"Burscheider Weg 21, 13599 Berlin";"Bezirksamt Spandau";"Lückekinderprojekt";"84500"
"Josua Gemeinde e.V.";"Jugend";"Projektförderung";"2009";"Bismarckstr. 20, 13585 Berlin";"Bezirksamt Spandau";"Kinder- und Teenyreise April 2009";"1500"
"JugendTheaterWerkstatt Spandau e.V.";"Jugend";"Projektförderung";"2009";"Westerwaldstr. 13, 13585 Berlin";"Bezirksamt Spandau";"Theaterproduktionen";"41800"
"Kath. Kirchengemeinde ; St. Wilhelm";"Jugend";"Projektförderung";"2009";"Weißenburger Str. 9-11, 13595 Berlin";"Bezirksamt Spandau";"Kindergruppenfahrt Oktober 2009";"1500"
"Mauerpfeffer e.V. ""Goldbeckweg""";"Jugend";"Projektförderung";"2009";"Ritterlandweg 13, 13409 Berlin";"Bezirksamt Spandau";"Natur- und Umweltpädagogik im Spielhaus Goldbeckweg";"9900"
"Spandauer Jugend e.V.";"Jugend";"Projektförderung";"2009";"Kleine Mittelstr.9, 13585 Berlin";"Bezirksamt Spandau";"Jugendarbeit Neustadt";"5952"
"Spandauer Jugend e.V.";"Jugend";"Projektförderung";"2009";"Kleine Mittelstr.9, 13585 Berlin";"Bezirksamt Spandau";"Bücherprojekt";"700"
"Akademie der neuen Zeit";"Jugend";"Projektförderung";"2009";"c/o I. Görges,; Möllentordamm 10, 13597 Berlin";"Bezirksamt Spandau";"Projekt ""Babybedenkzeit"" - Anschaffung von 2 Babysimulatoren";"2185"
"Akzent e.V.";"Jugend";"Projektförderung";"2009";"Pulvermühlenweg 10, 13599 Berlin";"Bezirksamt Spandau";"Sport- und Erlebnispädagogik im Stadtteil Haselhorst";"14900"
"Amt für Ev. Jugendarbeit im Kirchenkreis Spandau";"Jugend";"Projektförderung";"2009";"Seegefelder Str. 116, 13583 Berlin";"Bezirksamt Spandau";"Jugendprojekt zum 20jährigen Mauerfalljubiläum";"1500"
"BDP Landesverband Berlin e.V. ""Koeltzepark""";"Jugend";"Projektförderung";"2009";"Kaubstr. 9-10, 10713 Berlin";"Bezirksamt Spandau";"Kinder- und Jugendfreizeitstätte ""Das Koeltze""";"99500"
"DRK e.V.";"Jugend";"Projektförderung";"2009";"Neue Hochstraße 21, 13347 Berlin";"Bezirksamt Pankow";"Kinder- und Jugendfreizeiteinrichtung  Eastside 2000";"50000"
"FIPP e.V.";"Jugend";"Projektförderung";"2009";"Großbeerenstraße 71, 10963 Berlin";"Bezirksamt Pankow";"Offene Arbeit und Schülerclubs Picasso, Nische,  Kunterbund in Weißensee";"69869"
"FIPP e.V.";"Jugend";"Projektförderung";"2009";"Großbeerenstraße 71, 10963 Berlin";"Bezirksamt Pankow";"Offene Arbeit und Schülerclubs an der Grund- schule im Hasengrund in Pankow";"33234"
"Förderverein C. Claudel e.V.";"Jugend";"Projektförderung";"2009";"c/o Dr. Elke Röllig ; Alt-Buch 52 a, 13125 Berlin";"Bezirksamt Pankow";"Geschichtswerkstatt";"9000"
"Gangway e.V.";"Jugend";"Projektförderung";"2009";"Schumannstraße 5, 10117 Berlin";"Bezirksamt Pankow";"Streetworkteams Prenzlauer Berg und Pankow";"73000"
"GSJ gGmbH";"Jugend";"Projektförderung";"2009";"Hanns-Braun-Str/Friesenhaus II, ; 14053 Berlin";"Bezirksamt Pankow";"Kinder- und Jugendfreizeiteinrichtung  SJZ Buchholz-West";"100000"
"GSJ gGmbH";"Jugend";"Projektförderung";"2009";"Hanns-Braun-Str/Friesenhaus II, ; 14053 Berlin";"Bezirksamt Pankow";"Kinder- und Jugendfreizeiteinrichtung  SJC Lychener Straße 75";"70000"
"Haus der Jugend Bunte Kuh e.V.";"Jugend";"Projektförderung";"2009";"Bernkasteler Straße 78, 13088 Berlin";"Bezirksamt Pankow";"Jugendarbeit im Haus „Bunte Kuh“";"83721"
"Kinder lernen Leben e.V.";"Jugend";"Projektförderung";"2009";"Zossener Straße 31-33, 12629 Berlin";"Bezirksamt Pankow";"Kinder- und Jugendfreizeiteinrichtung Tivolotte";"76804"
"JUP e.V.";"Jugend";"Projektförderung";"2009";"Florastraße 84, 13187 Berlin";"Bezirksamt Pankow";"Kinder- und Jugendfreizeiteinrichtung JUP";"90000"
"Juventus e.V.";"Jugend";"Projektförderung";"2009";"Gehringstraße 39, 13088 Berlin";"Bezirksamt Pankow";"Offene Jugendarbeit in der JFE Mahlerstraße";"80000"
"Kinderring e.V.";"Jugend";"Projektförderung";"2009";"Schwedter Straße 232-234, 10435 Berlin";"Bezirksamt Pankow";"Kinder- und Jugendfreizeiteinrichtung  Kinder-Kietz-Klub Pankow";"60000"
"MACHmit Museum gGmbH";"Jugend";"Projektförderung";"2009";"Senefelder Straße 6, 10405 Berlin";"Bezirksamt Pankow";"Kinder- und Jugendfreizeiteinrichtung  MACHmit Museum";"30000"
"NO LIMIT e.V.";"Jugend";"Projektförderung";"2009";"Buschallee 87, 13088 Berlin";"Bezirksamt Pankow";"Kinder- und Jugendfreizeiteinrichtung Tanzwerkstatt";"52715"
"NWSK e.V.";"Jugend";"Projektförderung";"2009";"Kollwitzstraße 35, 10405 Berlin";"Bezirksamt Pankow";"Kinder- und Jugendfreizeiteinrichtung  ASP Kolle 37";"120000"
"NWSK e.V.";"Jugend";"Projektförderung";"2009";"Kollwitzstraße 35, 10405 Berlin";"Bezirksamt Pankow";"Kinderrechtsprojekt";"4000"
"NWSK e.V.";"Jugend";"Projektförderung";"2009";"Kollwitzstraße 35, 10405 Berlin";"Bezirksamt Pankow";"Kinder- und Jugendfreizeiteinrichtung ASP Marie";"4090"
"NWSK e.V.";"Jugend";"Projektförderung";"2009";"Kollwitzstraße 35, 10405 Berlin";"Bezirksamt Pankow";"Kinder- und Jugendfreizeiteinrichtung  Jugendfarm Moritzhof";"120000"
"Pankejugend e.V.";"Jugend";"Projektförderung";"2009";"Grumbkowstraße 4A, 13156 Berlin";"Bezirksamt Pankow";"Bolzplatz";"7394"
"Pfefferwerk gGmbH.";"Jugend";"Projektförderung";"2009";"Fehrbelliner Straße 92, 10119 Berlin";"Bezirksamt Pankow";"Kinder- und Jugendfreizeiteinrichtung Dimi";"100000"
"Pfefferwerk gGmbH.";"Jugend";"Projektförderung";"2009";"Fehrbelliner Straße 92, 10119 Berlin";"Bezirksamt Pankow";"Kinder- und Jugendfreizeiteinrichtung SO69";"60000"
"Popelbühne e.V.";"Jugend";"Projektförderung";"2009";"Dunckerstraße 16/17, 10437 Berlin";"Bezirksamt Pankow";"Kinder-Spiel-Zentrum";"51760"
"Spielraum e.V.";"Jugend";"Projektförderung";"2009";"Homeyer Straße 27, 13156 Berlin";"Bezirksamt Pankow";"Kinder- und Jugendfreizeiteinrichtung  ASP Franz B";"87423"
"Spielraum e.V.";"Jugend";"Projektförderung";"2009";"Homeyer Straße 27, 13156 Berlin";"Bezirksamt Pankow";"Kinder- und Jugendfreizeiteinrichtung  KBH Pinke Panke";"130075"
"Thema e.V.";"Jugend";"Projektförderung";"2009";"Langhansstraße 23, 13086 Berlin";"Bezirksamt Pankow";"Kinder- und Jugendfreizeiteinrichtung  im H.O.F. 23";"60000"
"VfskA e.V.";"Jugend";"Projektförderung";"2009";"Tucholskystraße 11, 10117 Berlin";"Bezirksamt Pankow";"Mobile sozialraumorientierte Jugendarbeit Out- reach";"96634"
"WeTeKe.V.";"Jugend";"Projektförderung";"2009";"Christinenstraße 18/19, 10119 Berlin";"Bezirksamt Pankow";"Kinder- und Jugendfreizeiteinrichtung  Update im Medienzentrum";"15000"
"FIPP e.V.";"Jugend";"Projektförderung";"2009";"Großbeerenstraße 71, 10963 Berlin";"Bezirksamt Pankow";"Schulstation, Picasso Grundschule";"74000"
"Tandem e.V.";"Jugend";"Projektförderung";"2009";"Bülowstraße 90, 10783 Berlin";"Bezirksamt Pankow";"Schulstation, 5. Grundschule an der Marie";"74000"
"Schutzhülle e.V.";"Jugend und Schule";"Projektförderung";"2009";"Hans-Schmidt-Straße 6/8; 12489 Berlin";"Bezirksamt Treptow-Köpenick";"Schülerclub an der Sonnenblumen Grundschule";"8876"
"Rabenhaus e.V.";"Jugend und Schule";"Projektförderung";"2009";"Puchanstraße 9; 12555 Berlin";"Bezirksamt Treptow-Köpenick";"Schülerclub an der Amtsfeld Grundschule";"32467"
"FIPP e.V.";"Jugend und Schule";"Projektförderung";"2009";"Großbeerenstraße 71; 10963 Berlin";"Bezirksamt Treptow-Köpenick";"Schülerclub an der Heidekamp Grundschule";"37060"
"Verband für sozial-; kulturelle Arbeit e.V.";"Jugend und Schule";"Projektförderung";"2009";"Tucholskystraße 11; 10117 Berlin";"Bezirksamt Treptow-Köpenick";"Schülerclub an der Amelia-Earhart-Oberschule";"30000"
"offensiv , 91 e.V.";"Jugend und Schule";"Projektförderung";"2009";"Hasselwerderstraße 38-40; 12439 Berlin";"Bezirksamt Treptow-Köpenick";"Zentrum für Demokratie";"35000"
